match_id,date,league,home_team,away_team,city,venue,broadcaster,time_slot,viewership_tv_millions,viewership_digital_millions,social_buzz_volume,sentiment_score,brand_recall_score,ad_integration_score,on_screen_time_seconds,sponsor_category,ad_format,sponsor_spend_crores_inr,sponsor_value_est_crores_inr,roi_estimated
IPL2018-00114,04-05-2018,IPL,Royal Challengers Bengaluru,Punjab Kings,Mumbai,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,3.06,2.79,409593,0.438,95,0.537,3193,E-commerce,Jersey front,3.04,28.77,8.46
IPL2018-00115,28-04-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Delhi,Arun Jaitley Stadium,Viacom18 / JioCinema,Prime,6.42,7.92,944845,0.274,95,0.808,3049,BFSI,Broadcast L-band,4.15,87.18,20.01
IPL2018-00116,14-04-2018,IPL,Punjab Kings,Kolkata Knight Riders,Mumbai,Eden Gardens,Viacom18 / JioCinema,Afternoon,1.89,2.46,286534,0.323,95,0.951,1261,Telecom,Digital overlay,1.9,28.79,14.15
IPL2018-00117,01-04-2018,IPL,Kolkata Knight Riders,Rajasthan Royals,Chennai,Sawai Mansingh Stadium,Star Sports,Late,5.17,6.23,604508,0.588,95,0.971,3723,BFSI,LED perimeter,5.1,66.65,12.07
IPL2018-00118,24-03-2018,IPL,Mumbai Indians,Gujarat Titans,Chandigarh,Sawai Mansingh Stadium,Star Sports,Afternoon,2.69,2.56,330430,0.575,95,0.582,2614,Fintech,Jersey front,3.62,28.34,6.83
IPL2018-00119,21-04-2018,IPL,Sunrisers Hyderabad,Royal Challengers Bengaluru,Lucknow,IS Bindra Stadium,Viacom18 / JioCinema,Afternoon,3.62,1.99,313526,0.291,95,0.97,1890,Telecom,On-ground signage,1.78,33.16,17.63
IPL2018-00120,27-03-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Kolkata,Arun Jaitley Stadium,Viacom18 / JioCinema,Late,5.12,5.85,750186,0.618,95,0.483,1305,Auto,Jersey front,3.88,55.1,13.2
IPL2018-00121,31-03-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Chennai,IS Bindra Stadium,Viacom18 / JioCinema,Prime,7.21,8.9,800862,0.574,95,0.546,3347,BFSI,Presenter title,4.01,98.66,23.6
IPL2018-00122,20-04-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Lucknow,BRSABV Ekana Stadium,Star Sports,Afternoon,4.16,3.24,406023,0.375,95,0.641,1903,Telecom,Broadcast L-band,2.58,36.87,13.29
IPL2018-00123,17-04-2018,IPL,Rajasthan Royals,Mumbai Indians,Ahmedabad,Narendra Modi Stadium,DD Sports,Prime,8.4,8.55,1050379,0.442,95,0.856,4190,BFSI,Jersey sleeve,1.55,111.31,70.81
IPL2018-00124,28-03-2018,IPL,Royal Challengers Bengaluru,Delhi Capitals,Jaipur,Narendra Modi Stadium,DD Sports,Prime,8.6,8.62,1109993,0.187,95,0.454,3662,Telecom,Presenter title,2.6,106.34,39.9
IPL2018-00125,16-05-2018,IPL,Gujarat Titans,Sunrisers Hyderabad,Jaipur,IS Bindra Stadium,Star Sports,Prime,7.39,7.86,1025717,0.367,95,0.533,670,Consumer Goods,Jersey front,5.85,92.73,14.85
IPL2018-00126,15-05-2018,IPL,Kolkata Knight Riders,Punjab Kings,Lucknow,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7.22,7.86,1038697,0.426,95,0.686,1163,Beverages,Jersey sleeve,4.69,89.6,18.1
IPL2018-00127,29-04-2018,IPL,Royal Challengers Bengaluru,Punjab Kings,Chennai,BRSABV Ekana Stadium,Star Sports,Afternoon,3.06,2.98,326912,0.488,95,0.445,1967,Auto,Broadcast L-band,3.89,26.86,5.9
IPL2018-00128,29-04-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Ahmedabad,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7.28,9.35,1265629,0.437,95,0.612,4170,Beverages,Jersey sleeve,2.35,104.42,43.43
IPL2018-00129,29-04-2018,IPL,Chennai Super Kings,Royal Challengers Bengaluru,Ahmedabad,BRSABV Ekana Stadium,Star Sports,Afternoon,3.73,3.09,284509,0.467,95,0.769,1143,Fintech,On-ground signage,2.49,35.33,13.19
IPL2018-00130,12-05-2018,IPL,Mumbai Indians,Chennai Super Kings,Chennai,BRSABV Ekana Stadium,Star Sports,Prime,9.7,10.84,1032252,0.335,95,0.864,2187,Fintech,Broadcast L-band,2.11,144.6,67.53
IPL2018-00131,03-05-2018,IPL,Chennai Super Kings,Punjab Kings,Kolkata,Wankhede Stadium,DD Sports,Prime,7.77,7.74,679529,0.49,95,0.701,2630,Beverages,LED perimeter,3.62,96.46,25.65
IPL2018-00132,02-04-2018,IPL,Rajasthan Royals,Gujarat Titans,Jaipur,IS Bindra Stadium,Viacom18 / JioCinema,Afternoon,3.79,1.93,355882,0.653,95,0.669,2348,BFSI,On-ground signage,3.7,28.86,6.8
IPL2018-00133,11-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Jaipur,Eden Gardens,Star Sports,Prime,10.81,9.55,1043393,0.504,95,0.599,3112,BFSI,Jersey sleeve,5.86,141.55,23.16
IPL2018-00134,08-07-2018,IPL,Rajasthan Royals,Lucknow Super Giants,Chandigarh,M. A. Chidambaram Stadium,Star Sports,Afternoon,2.75,2.73,258576,0.455,95,0.621,3703,Telecom,Jersey sleeve,1.57,29.05,17.5
IPL2018-00135,21-03-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Mumbai,Eden Gardens,DD Sports,Afternoon,2.54,2.06,277883,0.362,95,0.724,1027,E-commerce,Presenter title,2.97,25.14,7.46
IPL2018-00136,07-04-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Chennai,Wankhede Stadium,Viacom18 / JioCinema,Late,4.46,5.88,691253,0.408,95,0.638,2416,Consumer Goods,Digital overlay,2.38,53.17,21.34
IPL2018-00137,16-05-2018,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Ahmedabad,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,8.92,8.69,1131018,0.293,95,0.59,1859,Telecom,On-ground signage,3.4,112.32,32.04
IPL2018-00138,03-04-2018,IPL,Chennai Super Kings,Mumbai Indians,Kolkata,Arun Jaitley Stadium,DD Sports,Afternoon,3.44,2.58,374004,0.277,95,0.774,2954,Fintech,Digital overlay,4.63,31.65,5.84
IPL2018-00139,03-05-2018,IPL,Rajasthan Royals,Gujarat Titans,Mumbai,Narendra Modi Stadium,Star Sports,Prime,7.52,9,1272078,0.443,95,0.998,1542,BFSI,Jersey sleeve,2.36,109.3,45.31
IPL2018-00140,17-04-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Mumbai,Narendra Modi Stadium,DD Sports,Late,5.44,6.24,858504,0.517,95,0.576,3624,Gaming,Broadcast L-band,4.75,63.37,12.34
IPL2018-00141,04-04-2018,IPL,Sunrisers Hyderabad,Delhi Capitals,Mumbai,M. A. Chidambaram Stadium,Star Sports,Late,5.76,6.67,659105,0.348,95,0.472,1272,E-commerce,On-ground signage,4.43,63.32,13.29
IPL2018-00142,20-03-2018,IPL,Kolkata Knight Riders,Lucknow Super Giants,Mumbai,IS Bindra Stadium,Star Sports,Prime,5.95,8.55,1041214,0.594,95,0.488,1583,Auto,On-ground signage,2.84,78.15,26.52
IPL2018-00143,20-04-2018,IPL,Lucknow Super Giants,Mumbai Indians,Chandigarh,Narendra Modi Stadium,Star Sports,Prime,6.36,8.68,935309,0.384,95,0.764,1357,Telecom,Broadcast L-band,5.32,90.81,16.07
IPL2018-00144,01-04-2018,IPL,Mumbai Indians,Sunrisers Hyderabad,Ahmedabad,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,7.46,8.68,716658,0.44,95,0.734,3790,Consumer Goods,Jersey front,4.24,100.92,22.8
IPL2018-00145,14-04-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,7.72,9.63,817632,0.564,95,0.464,1661,Auto,Broadcast L-band,2.36,106.88,44.29
IPL2018-00146,28-04-2018,IPL,Mumbai Indians,Gujarat Titans,Chandigarh,BRSABV Ekana Stadium,Star Sports,Prime,7.17,9.36,1189358,0.413,95,0.646,1352,Consumer Goods,Broadcast L-band,2.28,99.71,42.73
IPL2018-00147,09-05-2018,IPL,Punjab Kings,Kolkata Knight Riders,Hyderabad,Eden Gardens,Star Sports,Prime,7.27,8.05,971300,0.526,95,0.913,763,Beverages,Broadcast L-band,5.1,96.02,17.83
IPL2018-00148,07-04-2018,IPL,Rajasthan Royals,Kolkata Knight Riders,Chandigarh,Arun Jaitley Stadium,DD Sports,Prime,7.89,9.35,1110049,0.52,95,0.687,2061,Telecom,Presenter title,2.52,109.98,42.64
IPL2018-00149,04-04-2018,IPL,Mumbai Indians,Royal Challengers Bengaluru,Chandigarh,M. A. Chidambaram Stadium,Star Sports,Afternoon,2.95,2.81,294440,0.37,95,0.869,935,Telecom,LED perimeter,4.63,30.21,5.52
IPL2018-00150,26-03-2018,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Ahmedabad,IS Bindra Stadium,DD Sports,Prime,7.35,8.97,1252729,0.373,95,0.428,1648,Gaming,Jersey front,1.91,94.97,48.72
IPL2018-00151,11-05-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Delhi,Narendra Modi Stadium,DD Sports,Late,4.64,7.34,829271,0.598,95,0.695,2205,Telecom,Jersey sleeve,5.46,64.78,10.86
IPL2018-00152,28-06-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Mumbai,Eden Gardens,Star Sports,Prime,8.02,7.4,1185257,0.609,95,0.894,3570,Consumer Goods,On-ground signage,1.5,101.27,66.51
IPL2018-00153,15-05-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Hyderabad,M. A. Chidambaram Stadium,DD Sports,Late,5,5.52,510797,0.526,95,0.761,3645,Gaming,Jersey front,1.5,57.34,37.23
IPL2018-00154,23-05-2018,IPL,Sunrisers Hyderabad,Rajasthan Royals,Ahmedabad,Narendra Modi Stadium,DD Sports,Prime,8.97,9.45,1150381,0.347,95,0.469,1186,Consumer Goods,On-ground signage,2.62,118.07,44.06
IPL2018-00155,03-04-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Chennai,IS Bindra Stadium,Star Sports,Prime,8.27,8.43,1137221,0.555,95,0.931,628,Beverages,On-ground signage,6.25,110.36,16.66
IPL2018-00156,27-04-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Chandigarh,Wankhede Stadium,Star Sports,Prime,8.99,10.25,902896,0.418,95,0.511,3509,Beverages,Jersey front,5.64,125.89,21.32
IPL2018-00157,06-05-2018,IPL,Gujarat Titans,Lucknow Super Giants,Jaipur,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Afternoon,2.94,2.69,314923,0.299,95,0.827,3338,Auto,Presenter title,4.68,31.61,5.75
IPL2018-00158,15-03-2018,IPL,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,Narendra Modi Stadium,Star Sports,Prime,7.43,9.04,785779,0.375,95,0.443,1339,E-commerce,Presenter title,4.37,95.21,20.79
IPL2018-00159,29-03-2018,IPL,Lucknow Super Giants,Gujarat Titans,Ahmedabad,BRSABV Ekana Stadium,DD Sports,Prime,6.98,7.71,1157168,0.424,95,0.723,626,Gaming,Jersey front,2.32,89.78,37.7
IPL2018-00160,06-06-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Hyderabad,Eden Gardens,Star Sports,Prime,7.73,8.16,947807,0.581,95,0.58,3486,Telecom,On-ground signage,1.59,96.62,59.77
IPL2018-00161,25-03-2018,IPL,Delhi Capitals,Mumbai Indians,Jaipur,Eden Gardens,Star Sports,Prime,7.71,7.37,800736,0.355,95,0.986,1113,EdTech,Jersey sleeve,6.44,95.9,13.89
IPL2018-00162,29-05-2018,IPL,Mumbai Indians,Royal Challengers Bengaluru,Mumbai,Sawai Mansingh Stadium,DD Sports,Prime,7.42,9.25,1100757,0.335,95,0.94,4192,Fintech,Jersey front,5.88,107.29,17.25
IPL2018-00163,24-03-2018,IPL,Kolkata Knight Riders,Gujarat Titans,Chandigarh,Arun Jaitley Stadium,Star Sports,Afternoon,2.02,3.06,347079,0.393,95,0.664,2250,Beverages,Broadcast L-band,2.04,25.32,11.41
IPL2018-00164,30-03-2018,IPL,Mumbai Indians,Punjab Kings,Chandigarh,Rajiv Gandhi Intl. Stadium,Star Sports,Late,4.08,6.53,591957,0.436,95,0.912,2035,Beverages,Presenter title,3.68,62.01,15.85
IPL2018-00165,27-04-2018,IPL,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,Eden Gardens,DD Sports,Afternoon,2.35,3.18,443994,0.532,95,0.544,2246,Telecom,Broadcast L-band,3.01,26.42,7.78
IPL2018-00166,18-04-2018,IPL,Royal Challengers Bengaluru,Gujarat Titans,Jaipur,BRSABV Ekana Stadium,Star Sports,Prime,7.19,9.99,1257278,0.519,95,0.712,2565,Auto,On-ground signage,1.99,107.58,53.06
IPL2018-00167,08-04-2018,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,Chandigarh,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,2.77,2.3,268753,0.181,95,0.897,1002,E-commerce,Presenter title,1.64,28.26,16.23
IPL2018-00168,04-06-2018,IPL,Sunrisers Hyderabad,Delhi Capitals,Jaipur,Sawai Mansingh Stadium,Star Sports,Prime,7.85,8.53,1078299,0.408,95,0.811,2131,EdTech,Digital overlay,3.81,100.83,25.46
IPL2018-00169,27-03-2018,IPL,Kolkata Knight Riders,Punjab Kings,Lucknow,Eden Gardens,Viacom18 / JioCinema,Prime,7.29,8.78,1081471,0.466,95,0.669,1894,Telecom,LED perimeter,3.06,98.2,31.09
IPL2018-00170,13-04-2018,IPL,Sunrisers Hyderabad,Royal Challengers Bengaluru,Hyderabad,IS Bindra Stadium,Viacom18 / JioCinema,Prime,8.61,8.87,830833,0.346,95,0.721,3929,Telecom,Jersey sleeve,2.65,114.34,42.15
IPL2018-00171,01-05-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Kolkata,Narendra Modi Stadium,Star Sports,Prime,7.74,9.55,1313110,0.357,95,0.574,2281,EdTech,Digital overlay,3.15,106.59,32.84
IPL2018-00172,23-04-2018,IPL,Gujarat Titans,Punjab Kings,Kolkata,IS Bindra Stadium,Star Sports,Afternoon,2.77,1.25,260493,0.526,95,0.738,3745,Auto,Jersey front,3.2,24.18,6.56
IPL2018-00173,04-04-2018,IPL,Punjab Kings,Rajasthan Royals,Mumbai,Arun Jaitley Stadium,DD Sports,Afternoon,2.36,2.38,315422,0.533,95,0.482,1373,Fintech,Presenter title,3.89,22.73,4.84
IPL2018-00174,05-04-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Chandigarh,Sawai Mansingh Stadium,DD Sports,Prime,8.57,8.67,895720,0.43,95,0.854,4150,Telecom,Broadcast L-band,6.11,110.03,17.01
IPL2018-00175,09-05-2018,IPL,Chennai Super Kings,Punjab Kings,Ahmedabad,IS Bindra Stadium,DD Sports,Prime,7.52,9.1,783572,0.499,95,0.997,620,Consumer Goods,Broadcast L-band,5.3,108.58,19.49
IPL2018-00176,10-05-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Kolkata,M. A. Chidambaram Stadium,Star Sports,Prime,7.92,9.06,827156,0.506,95,0.431,1390,Telecom,LED perimeter,4.94,103.05,19.86
IPL2018-00177,23-04-2018,IPL,Royal Challengers Bengaluru,Chennai Super Kings,Kolkata,IS Bindra Stadium,Star Sports,Afternoon,4.04,2.84,313411,0.319,95,0.876,1512,Consumer Goods,Jersey front,2.63,36.76,12.98
IPL2018-00178,01-04-2018,IPL,Rajasthan Royals,Mumbai Indians,Chennai,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,7.75,9.12,1270577,0.321,95,0.904,2174,BFSI,Digital overlay,2.34,110.8,46.35
IPL2018-00179,05-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Mumbai,IS Bindra Stadium,Viacom18 / JioCinema,Afternoon,3.57,3.37,489763,0.404,95,0.42,918,Consumer Goods,Jersey sleeve,2.36,30.35,11.86
IPL2018-00180,16-04-2018,IPL,Royal Challengers Bengaluru,Kolkata Knight Riders,Chandigarh,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Late,5.62,5.8,508467,0.368,95,0.751,1209,Gaming,Jersey front,5.16,63.45,11.3
IPL2018-00181,19-04-2018,IPL,Gujarat Titans,Chennai Super Kings,Jaipur,Arun Jaitley Stadium,DD Sports,Prime,6.5,8.53,1024469,0.379,95,0.936,3870,Consumer Goods,Presenter title,4.87,94.14,18.33
IPL2018-00182,30-04-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,Eden Gardens,Star Sports,Afternoon,2.54,2.81,283059,0.439,95,0.741,4189,Fintech,LED perimeter,1.41,30.28,20.48
IPL2018-00183,12-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Kolkata,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,2.79,3.11,243150,0.44,95,0.753,2968,BFSI,On-ground signage,5.47,31.99,4.85
IPL2018-00184,08-05-2018,IPL,Kolkata Knight Riders,Lucknow Super Giants,Lucknow,BRSABV Ekana Stadium,DD Sports,Prime,6.97,7.49,759520,0.144,95,0.997,3305,Telecom,Broadcast L-band,3.78,90.75,23.01
IPL2018-00185,07-05-2018,IPL,Rajasthan Royals,Chennai Super Kings,Lucknow,BRSABV Ekana Stadium,DD Sports,Prime,8.22,8.42,975044,0.462,95,0.939,1402,Beverages,On-ground signage,3.36,112.21,32.4
IPL2018-00186,24-05-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Delhi,BRSABV Ekana Stadium,Star Sports,Afternoon,3,3.96,265009,0.421,95,0.781,1986,Telecom,Presenter title,5.77,38.05,5.59
IPL2018-00187,16-04-2018,IPL,Delhi Capitals,Mumbai Indians,Jaipur,IS Bindra Stadium,DD Sports,Prime,7.66,9.2,916081,0.478,95,0.709,2182,BFSI,Jersey sleeve,3.82,105.01,26.49
IPL2018-00188,24-04-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Lucknow,Eden Gardens,DD Sports,Prime,7.55,8.5,1095197,0.374,95,0.515,2202,EdTech,LED perimeter,2.13,95.68,43.92
IPL2018-00189,13-04-2018,IPL,Royal Challengers Bengaluru,Lucknow Super Giants,Chandigarh,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,7.58,8.75,811357,0.375,95,0.906,1176,Fintech,On-ground signage,2.27,104.53,45.05
IPL2018-00190,01-04-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Mumbai,Arun Jaitley Stadium,DD Sports,Afternoon,2.86,3.38,383162,0.404,95,0.571,1754,Beverages,Digital overlay,3.71,28.39,6.65
IPL2018-00191,27-06-2018,IPL,Chennai Super Kings,Sunrisers Hyderabad,Ahmedabad,M. A. Chidambaram Stadium,DD Sports,Late,4.77,5.58,770201,0.579,95,0.404,809,Consumer Goods,Presenter title,3.64,49.36,12.56
IPL2018-00192,19-05-2018,IPL,Sunrisers Hyderabad,Delhi Capitals,Delhi,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,7.94,9.28,772813,0.401,95,0.434,3686,Telecom,Jersey sleeve,4.52,106.12,22.48
IPL2018-00193,07-05-2018,IPL,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,Arun Jaitley Stadium,DD Sports,Prime,7.43,8.68,1131902,0.584,95,0.518,3026,EdTech,On-ground signage,10.53,96.77,8.19
IPL2018-00194,16-04-2018,IPL,Royal Challengers Bengaluru,Punjab Kings,Ahmedabad,Narendra Modi Stadium,Star Sports,Afternoon,3.86,3.38,410820,0.568,95,0.888,997,Consumer Goods,Digital overlay,6.22,38.09,5.12
IPL2018-00195,31-03-2018,IPL,Kolkata Knight Riders,Chennai Super Kings,Delhi,Rajiv Gandhi Intl. Stadium,Star Sports,Afternoon,2.36,1.76,228289,0.41,95,0.985,1148,Gaming,Presenter title,2.12,25.76,11.15
IPL2018-00196,13-05-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Chennai,M. A. Chidambaram Stadium,Star Sports,Prime,8.46,10.04,938611,0.39,95,0.83,2125,Auto,Jersey front,3.43,122.74,34.78
IPL2018-00197,13-04-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Chandigarh,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,3.31,2.51,373867,0.394,95,0.5,1896,Telecom,Jersey front,2.87,27.22,8.48
IPL2018-00198,26-04-2018,IPL,Sunrisers Hyderabad,Punjab Kings,Hyderabad,Eden Gardens,Star Sports,Late,4.31,6.01,706808,0.434,95,0.919,1587,Auto,Jersey front,3.79,61.01,15.1
IPL2018-00199,05-04-2018,IPL,Punjab Kings,Mumbai Indians,Chennai,Narendra Modi Stadium,Viacom18 / JioCinema,Afternoon,2.26,2.48,251024,0.384,95,0.886,3786,EdTech,LED perimeter,2.02,28.35,13.03
IPL2018-00200,22-04-2018,IPL,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,Narendra Modi Stadium,Star Sports,Prime,7.1,7.9,832700,0.539,95,0.909,2919,Telecom,Presenter title,1.62,94.84,57.54
IPL2018-00201,06-04-2018,IPL,Gujarat Titans,Lucknow Super Giants,Kolkata,Eden Gardens,Viacom18 / JioCinema,Prime,6.91,8.01,939267,0.373,95,0.509,2932,Gaming,On-ground signage,1.69,87.55,50.8
IPL2018-00202,07-04-2018,IPL,Kolkata Knight Riders,Punjab Kings,Jaipur,Narendra Modi Stadium,Star Sports,Prime,6.71,8.27,857140,0.554,95,0.71,1839,Fintech,Presenter title,0.96,89.69,92.43
IPL2018-00203,21-04-2018,IPL,Gujarat Titans,Rajasthan Royals,Kolkata,IS Bindra Stadium,Star Sports,Prime,8.32,9.15,875129,0.339,95,0.776,619,Auto,Presenter title,2.3,113.25,48.24
IPL2018-00204,24-03-2018,IPL,Chennai Super Kings,Sunrisers Hyderabad,Delhi,BRSABV Ekana Stadium,Star Sports,Late,5.02,6.22,650656,0.251,95,0.807,3820,Fintech,On-ground signage,9.58,63.91,5.67
IPL2018-00205,25-03-2018,IPL,Chennai Super Kings,Gujarat Titans,Jaipur,IS Bindra Stadium,DD Sports,Prime,7.58,10,949278,0.235,95,0.811,2286,Auto,Jersey sleeve,2.63,114.05,42.37
IPL2018-00206,03-04-2018,IPL,Kolkata Knight Riders,Punjab Kings,Delhi,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,6.95,9.1,853598,0.386,95,0.408,1565,E-commerce,Presenter title,3.86,93.23,23.15
IPL2018-00207,12-04-2018,IPL,Lucknow Super Giants,Mumbai Indians,Chennai,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,6.87,8.09,970693,0.354,95,0.976,1995,EdTech,Jersey front,1.92,93.97,47.94
IPL2018-00208,09-05-2018,IPL,Chennai Super Kings,Kolkata Knight Riders,Mumbai,IS Bindra Stadium,Star Sports,Prime,6.94,8.52,915784,0.349,95,0.748,2006,Beverages,Jersey sleeve,2.22,93.67,41.19
IPL2018-00209,13-04-2018,IPL,Chennai Super Kings,Sunrisers Hyderabad,Delhi,Wankhede Stadium,Star Sports,Prime,7.98,8.32,1062423,0.569,95,0.517,3487,Fintech,On-ground signage,2.01,97.21,47.36
IPL2018-00210,16-04-2018,IPL,Mumbai Indians,Sunrisers Hyderabad,Delhi,Sawai Mansingh Stadium,Star Sports,Prime,7.97,8.93,1236926,0.363,95,0.86,1734,BFSI,Presenter title,2.43,108.52,43.66
IPL2018-00211,10-04-2018,IPL,Royal Challengers Bengaluru,Kolkata Knight Riders,Ahmedabad,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,7.98,9.57,1325107,0.215,95,0.432,2018,EdTech,Jersey front,3.28,107.34,31.73
IPL2018-00212,24-04-2018,IPL,Kolkata Knight Riders,Delhi Capitals,Chennai,Rajiv Gandhi Intl. Stadium,DD Sports,Late,4.82,4.72,448358,0.519,95,0.499,910,Fintech,Jersey sleeve,5.73,46.98,7.2
IPL2018-00213,01-04-2018,IPL,Gujarat Titans,Rajasthan Royals,Jaipur,IS Bindra Stadium,Star Sports,Prime,7.17,8.23,1005431,0.611,95,0.638,2324,EdTech,Jersey sleeve,6.56,93.89,13.31
IPL2018-00214,14-04-2018,IPL,Chennai Super Kings,Sunrisers Hyderabad,Chennai,Arun Jaitley Stadium,DD Sports,Prime,6.65,8.24,935923,0.505,95,0.738,3708,Telecom,Jersey front,4.63,90.14,18.47
IPL2018-00215,26-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Delhi,IS Bindra Stadium,DD Sports,Afternoon,2.68,4.55,563996,0.37,95,0.651,993,BFSI,On-ground signage,4.8,35.79,6.46
IPL2018-00216,21-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Chandigarh,Narendra Modi Stadium,DD Sports,Late,5.4,6.96,957051,0.472,95,0.582,1384,Gaming,On-ground signage,2.74,64.94,22.7
IPL2018-00217,16-04-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Mumbai,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,9.39,11.12,1420776,0.355,95,0.842,2467,Consumer Goods,Digital overlay,9.38,144.84,14.44
IPL2018-00218,17-04-2018,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,Wankhede Stadium,Viacom18 / JioCinema,Prime,8.02,8.49,1038269,0.334,95,0.404,1896,Beverages,Presenter title,2.27,97.29,41.86
IPL2018-00219,28-04-2018,IPL,Punjab Kings,Delhi Capitals,Hyderabad,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,7.2,7.39,711799,0.427,95,0.807,4029,Fintech,Presenter title,3.21,91.69,27.56
IPL2018-00220,29-06-2018,IPL,Punjab Kings,Mumbai Indians,Kolkata,Narendra Modi Stadium,DD Sports,Prime,6.69,7.21,742074,0.444,95,0.97,3458,Auto,LED perimeter,2.72,85.01,30.25
IPL2018-00221,02-04-2018,IPL,Punjab Kings,Kolkata Knight Riders,Jaipur,Eden Gardens,Star Sports,Afternoon,3.32,0.76,253587,0.426,95,0.49,2545,EdTech,LED perimeter,5.49,21.58,2.93
IPL2018-00222,01-07-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Kolkata,M. A. Chidambaram Stadium,Star Sports,Afternoon,2.51,2.25,234033,0.651,95,0.913,1775,Beverages,On-ground signage,2.66,31.19,10.73
IPL2018-00223,01-04-2018,IPL,Delhi Capitals,Kolkata Knight Riders,Kolkata,Narendra Modi Stadium,Star Sports,Prime,7.4,8.02,772125,0.456,95,0.511,3097,BFSI,Jersey front,3.61,91.57,24.37
IPL2018-00224,19-03-2018,IPL,Mumbai Indians,Chennai Super Kings,Kolkata,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,9.47,10.77,1508857,0.566,95,0.653,2937,Beverages,Presenter title,5.3,135.34,24.54
IPL2018-00225,06-04-2018,IPL,Chennai Super Kings,Royal Challengers Bengaluru,Kolkata,Eden Gardens,Star Sports,Prime,10.36,10.83,1629970,0.719,95,0.985,1847,Consumer Goods,Jersey sleeve,1.95,157.65,79.85
IPL2018-00226,24-04-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Jaipur,Eden Gardens,DD Sports,Prime,7.47,7.88,649643,0.394,95,0.872,687,Beverages,Broadcast L-band,4.49,95.63,20.3
IPL2018-00227,17-06-2018,IPL,Lucknow Super Giants,Delhi Capitals,Chandigarh,Sawai Mansingh Stadium,DD Sports,Afternoon,2.5,2.24,351271,0.469,95,0.616,3912,BFSI,LED perimeter,3.94,23.23,4.9
