id,date,team1,team2,venue,winner,day_of_week,team1_rank,team2_rank,weather_temp,weather_rain,ticket_price_avg,historical_avg_attendance,ticket_price_min,ticket_price_max,tickets_sold,dynamic_pricing_flag,holiday_flag,ad_spend,social_media_mentions,search_trends_index,promotion_flag,past_30d_avg_sales,expected_attendance,actual_attendance,venue_capacity,traffic_index,special_event_flag,time_of_day
474,27-04-2014,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,Sunday,4,7,23.0,2.0,533,31542,373,799,28345,1,1,89954,9436,25,1,27524,28810,27546,48894,1,1,Day
475,28-04-2014,Royal Challengers Bangalore,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,Monday,6,7,20.0,0.0,655,48831,458,982,47625,0,0,129459,13984,86,1,44802,53473,55150,65706,5,1,Day
476,29-04-2014,Rajasthan Royals,Kolkata Knight Riders,Sheikh Zayed Stadium,Rajasthan Royals,Tuesday,2,6,29.0,0.0,683,23801,478,1024,23230,1,0,197851,1271,99,1,24337,25309,26423,29386,1,0,Day
477,30-04-2014,Sunrisers Hyderabad,Mumbai Indians,Dubai International Cricket Stadium,Sunrisers Hyderabad,Wednesday,4,6,33.0,2.0,803,40992,562,1204,41072,0,0,109163,19155,26,0,40046,43882,44534,51815,1,0,Day
478,02-05-2014,Chennai Super Kings,Kolkata Knight Riders,JSCA International Stadium Complex,Chennai Super Kings,Friday,7,6,28.0,0.0,862,37158,603,1293,40142,1,0,101934,11616,71,1,30304,40412,42248,56664,7,0,Day
479,03-05-2014,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Saturday,7,6,,,543,25522,380,814,22277,1,1,104098,5361,33,1,21357,23404,22588,42674,6,1,Night
480,03-05-2014,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,Saturday,5,2,33.0,0.0,518,35239,362,777,36657,1,1,55486,8069,92,0,28260,34432,34354,52201,2,0,Day
481,04-05-2014,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunday,4,6,25.0,2.0,330,20640,230,495,21058,1,1,189407,18304,34,0,19767,18869,19061,26174,2,1,Night
482,05-05-2014,Rajasthan Royals,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",Rajasthan Royals,Monday,2,6,32.0,0.0,785,36711,549,1177,36305,0,0,136900,4430,40,1,33477,34587,34869,45173,7,0,Night
483,05-05-2014,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Monday,5,7,26.0,0.0,281,25688,196,421,23006,1,0,176020,13676,54,0,21412,24297,24057,34699,1,0,Day
484,06-05-2014,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai Indians,Tuesday,6,6,,,278,49490,194,417,50246,1,0,152795,11816,85,1,51444,49184,48387,57888,2,1,Night
485,07-05-2014,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,Wednesday,5,6,26.0,2.0,811,44595,567,1216,41297,1,0,192202,3050,21,1,41581,42530,40942,51750,8,0,Day
486,07-05-2014,Kings XI Punjab,Chennai Super Kings,Barabati Stadium,Kings XI Punjab,Wednesday,7,7,28.0,2.0,962,52800,673,1443,45205,0,0,137508,12692,54,0,45432,48586,48060,63766,6,0,Day
487,08-05-2014,Sunrisers Hyderabad,Rajasthan Royals,"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,Thursday,4,2,31.0,0.0,544,20237,380,816,20234,1,0,168324,2165,97,0,18722,18891,18253,32566,2,0,Day
488,09-05-2014,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,Friday,7,6,25.0,0.0,807,43303,564,1210,41600,0,0,110566,3033,39,1,41999,40248,41191,55260,7,0,Night
489,10-05-2014,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,Saturday,5,4,34.0,0.0,888,21961,621,1332,23486,1,1,77192,1145,29,1,17987,24038,23338,36157,4,0,Day
490,10-05-2014,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Saturday,6,7,,,560,21708,392,840,23498,1,1,51062,15269,44,1,18857,22833,21825,37399,2,1,Day
491,11-05-2014,Kings XI Punjab,Kolkata Knight Riders,Barabati Stadium,Kolkata Knight Riders,Sunday,7,6,22.0,0.0,382,41735,267,573,37880,0,1,134076,8832,85,0,41807,45639,45877,52060,6,1,Day
492,11-05-2014,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,Sunday,6,2,33.0,0.0,634,20110,443,951,21006,0,1,139780,15286,44,1,18398,19867,20056,40035,9,0,Night
493,12-05-2014,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Monday,4,6,33.0,2.0,969,43184,678,1453,41591,0,0,71689,3632,73,1,40448,41269,42803,61511,9,1,Day
494,13-05-2014,Rajasthan Royals,Chennai Super Kings,JSCA International Stadium Complex,Chennai Super Kings,Tuesday,2,7,23.0,0.0,810,52031,567,1215,45861,1,0,61174,5494,52,1,47254,55135,55559,65549,8,1,Night
495,13-05-2014,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,6,5,32.0,0.0,224,54220,156,336,47053,0,0,138461,16152,55,1,43971,52335,51526,63923,3,1,Night
496,14-05-2014,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Wednesday,4,7,34.0,0.0,252,40779,176,378,35141,1,0,176174,10155,33,1,34312,39142,40328,48485,3,0,Day
497,14-05-2014,Mumbai Indians,Kolkata Knight Riders,Barabati Stadium,Kolkata Knight Riders,Wednesday,6,6,21.0,0.0,512,43768,358,768,44822,1,0,153033,11426,84,0,39889,41426,41592,48769,2,0,Night
498,15-05-2014,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",Rajasthan Royals,Thursday,2,5,32.0,1.0,520,22443,364,780,23133,0,0,59348,11233,99,1,19128,20780,19905,36668,5,0,Night
499,18-05-2014,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,Royal Challengers Bangalore,Sunday,7,6,24.0,1.0,442,31952,309,663,27293,0,1,88102,2828,73,1,25960,30395,30595,47625,4,1,Day
500,18-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Sunday,4,6,25.0,2.0,324,31714,226,486,29152,0,1,124460,13260,71,1,32060,30796,32052,45030,7,1,Day
501,19-05-2014,Mumbai Indians,Rajasthan Royals,"Sardar Patel Stadium, Motera",Mumbai Indians,Monday,6,2,26.0,1.0,689,34909,482,1033,32705,1,0,152634,10130,22,1,36490,36123,35748,41013,4,0,Day
502,19-05-2014,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Kings XI Punjab,Monday,5,7,30.0,2.0,947,25222,662,1420,22292,1,0,139930,5805,60,0,25178,23015,22546,45042,9,0,Night
503,20-05-2014,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Tuesday,6,4,22.0,1.0,825,22073,577,1237,18852,1,0,56801,1806,25,0,22369,20795,20053,37964,2,1,Day
504,20-05-2014,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Tuesday,7,6,,,673,47285,471,1009,45087,1,0,153150,9202,44,0,40688,50207,48457,54146,6,1,Night
505,21-05-2014,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Wednesday,7,6,22.0,0.0,489,21427,342,733,22049,0,0,51542,2868,32,1,22287,19913,19779,31696,7,0,Night
506,22-05-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,Thursday,6,6,,,704,43442,492,1056,45894,1,0,71677,15561,27,1,36892,42074,42476,55385,4,1,Night
507,22-05-2014,Chennai Super Kings,Sunrisers Hyderabad,JSCA International Stadium Complex,Sunrisers Hyderabad,Thursday,7,4,23.0,2.0,603,45392,422,904,47932,1,0,89081,16512,40,0,47110,48702,46659,61504,6,1,Night
508,23-05-2014,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai Indians,Friday,6,5,,,473,50908,331,709,54124,0,0,143105,15899,87,0,53387,47394,49477,64228,7,1,Night
509,23-05-2014,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Friday,7,2,25.0,1.0,500,41256,350,750,35657,1,0,69065,17220,44,0,40345,37813,38777,46693,4,1,Day
510,24-05-2014,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,Saturday,6,7,31.0,1.0,230,41510,161,345,39674,0,1,138092,16934,98,1,43389,41381,41739,51356,8,1,Day
511,24-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Saturday,4,6,,,704,47526,492,1056,41604,0,1,104693,6429,87,1,44787,45647,47146,63266,9,1,Night
512,25-05-2014,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunday,5,7,30.0,0.0,560,38752,392,840,42074,1,1,76962,10076,64,0,33516,39243,37595,46881,1,1,Night
513,25-05-2014,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Sunday,2,6,,,289,36838,202,433,36904,0,1,78295,4564,79,0,33494,39076,38985,51251,7,0,Day
514,27-05-2014,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Tuesday,6,7,,,931,52843,651,1396,45694,0,0,63807,2389,31,0,50115,49008,49645,72389,9,0,Day
515,28-05-2014,Mumbai Indians,Chennai Super Kings,Brabourne Stadium,Chennai Super Kings,Wednesday,6,7,31.0,0.0,421,33154,294,631,36251,1,0,182396,12593,51,1,27128,33689,34796,46235,5,1,Night
516,30-05-2014,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,Kings XI Punjab,Friday,7,7,,,458,37051,320,687,34281,0,0,141267,8274,32,1,35405,37091,38142,42952,2,1,Night
517,01-06-2014,Kings XI Punjab,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunday,7,6,33.0,0.0,548,25410,383,822,24980,1,1,69870,18208,50,1,26560,23601,23074,44790,6,1,Day
518,08-04-2015,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Wednesday,6,6,,,731,49755,511,1096,44260,1,0,76790,19649,97,0,42168,50988,53235,66115,7,0,Day
519,09-04-2015,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Thursday,7,5,20.0,0.0,801,24861,560,1201,24068,0,0,168874,18320,39,0,24814,23735,22843,35259,2,0,Night
520,10-04-2015,Rajasthan Royals,Kings XI Punjab,Maharashtra Cricket Association Stadium,Rajasthan Royals,Friday,2,7,26.0,0.0,930,38227,651,1395,39909,1,0,75289,11745,37,1,39258,38133,39563,49905,2,1,Day
521,11-04-2015,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Saturday,7,4,20.0,1.0,698,49687,488,1047,43341,1,1,65485,15199,79,0,51472,45535,47679,60216,1,0,Day
522,11-04-2015,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,Saturday,6,6,,,603,33978,422,904,34838,0,1,94482,16876,82,1,35338,33703,32614,45582,4,1,Night
523,12-04-2015,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,Sunday,5,2,30.0,0.0,793,45310,555,1189,48404,1,1,136188,19180,25,0,42154,43556,44523,62988,7,1,Night
524,12-04-2015,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,Sunday,7,6,,,945,34997,661,1417,34187,1,1,54748,9245,51,0,36548,37253,35540,43915,9,1,Night
525,13-04-2015,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sunrisers Hyderabad,Monday,6,4,29.0,1.0,795,39121,556,1192,41617,0,0,190507,8214,62,0,38703,35654,35316,45188,3,1,Day
526,14-04-2015,Mumbai Indians,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,Tuesday,6,2,33.0,0.0,970,49215,679,1455,43269,0,0,53709,1726,21,0,41361,48413,48491,54241,7,1,Night
527,30-04-2015,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Thursday,7,6,,,818,26230,572,1227,23318,1,0,173961,14832,79,1,24111,26011,26220,38167,7,1,Day
528,15-04-2015,Kings XI Punjab,Delhi Daredevils,Maharashtra Cricket Association Stadium,Delhi Daredevils,Wednesday,7,5,23.0,0.0,989,52923,692,1483,51039,0,0,80355,12362,42,0,51842,55304,57714,65187,7,1,Night
529,16-04-2015,Sunrisers Hyderabad,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rajasthan Royals,Thursday,4,2,22.0,0.0,427,39345,298,640,35575,1,0,194188,19297,50,1,33908,39929,40616,51463,2,0,Night
530,17-04-2015,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Friday,6,7,,,699,37160,489,1048,33600,1,0,92918,11106,24,1,35679,38402,38330,42707,6,1,Day
531,18-04-2015,Delhi Daredevils,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,Saturday,5,4,22.0,0.0,314,48768,219,471,49648,1,1,102224,8657,53,1,47141,51470,53063,64628,2,0,Day
532,18-04-2015,Kings XI Punjab,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,Saturday,7,6,29.0,0.0,994,39782,695,1491,36468,1,1,89298,19850,29,0,33443,42663,44585,53540,6,1,Night
533,19-04-2015,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,Sunday,7,2,27.0,0.0,751,51558,525,1126,48164,1,1,130219,15551,21,1,48530,49638,47265,65453,3,1,Night
534,19-04-2015,Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,Mumbai Indians,Sunday,6,6,22.0,2.0,571,42382,399,856,45435,1,1,111629,8906,30,1,42081,42704,44764,52720,2,0,Day
535,20-04-2015,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,Monday,5,6,27.0,0.0,929,51312,650,1393,52364,1,0,116040,8287,69,1,47449,54802,52533,68784,6,0,Night
536,21-04-2015,Rajasthan Royals,Kings XI Punjab,"Sardar Patel Stadium, Motera",Kings XI Punjab,Tuesday,2,7,34.0,0.0,345,44609,241,517,39178,0,0,78016,1892,50,0,35822,48975,50514,52749,2,1,Day
537,22-04-2015,Sunrisers Hyderabad,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Wednesday,4,6,27.0,0.0,532,31008,372,798,28658,0,0,73960,11222,75,0,24876,33423,32688,44004,5,0,Day
538,22-04-2015,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,Wednesday,7,6,33.0,1.0,808,40437,565,1212,37677,0,0,83591,5675,98,1,35958,39397,37947,47027,2,1,Night
539,23-04-2015,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,Thursday,5,6,27.0,1.0,789,30863,552,1183,30557,0,0,153333,2933,92,0,31836,28981,28806,50064,3,1,Day
540,24-04-2015,Rajasthan Royals,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,Friday,2,6,34.0,0.0,757,48948,529,1135,51898,0,0,164821,18764,28,1,41956,48844,49547,61724,3,0,Day
541,25-04-2015,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,Saturday,6,4,,,299,33343,209,448,35911,1,1,86395,12873,40,1,31962,34954,34537,43286,6,0,Day
542,25-04-2015,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Saturday,7,7,33.0,0.0,243,38862,170,364,41917,1,1,179695,18674,92,0,33247,38804,37075,56748,6,0,Night
543,26-04-2015,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,Sunday,5,6,24.0,2.0,409,51747,286,613,53608,1,1,84620,19024,47,1,45558,51572,52084,65744,3,0,Day
544,27-04-2015,Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Monday,4,7,22.0,2.0,740,36225,518,1110,39015,0,0,178148,14239,81,0,36660,38675,40231,49023,3,1,Night
545,07-05-2015,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,Thursday,6,5,,,747,37833,522,1120,37989,1,0,70559,11874,26,0,37160,36784,36354,46624,1,0,Night
546,29-04-2015,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,,Wednesday,6,2,22.0,0.0,805,29460,563,1207,27150,0,0,143396,18602,99,1,24270,31579,30683,35817,7,0,Night
547,28-04-2015,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Tuesday,7,6,22.0,0.0,424,39680,296,636,43459,0,0,71732,6016,35,0,35996,38940,38716,52772,8,0,Day
548,01-05-2015,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Friday,7,5,30.0,0.0,628,21069,439,942,21282,1,0,141362,14774,23,0,17008,20345,19426,29294,2,0,Day
549,01-05-2015,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,Friday,6,2,,,320,20108,224,480,18783,1,0,63843,10752,23,1,18503,19922,20560,36918,4,0,Night
550,02-05-2015,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,6,6,29.0,2.0,276,45801,193,414,44122,1,1,164065,18338,59,1,44225,48205,49778,61119,7,1,Night
551,02-05-2015,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Saturday,4,7,30.0,0.0,683,37436,478,1024,39972,1,1,121726,16585,36,0,31057,34635,34939,57350,8,1,Day
552,03-05-2015,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Sunday,6,7,23.0,0.0,980,45945,686,1470,39273,1,1,67640,8291,71,0,40074,43155,42521,65111,1,0,Night
553,03-05-2015,Rajasthan Royals,Delhi Daredevils,Brabourne Stadium,Rajasthan Royals,Sunday,2,5,21.0,0.0,704,26727,492,1056,24205,0,1,102528,1974,71,1,24039,29140,30013,34187,4,0,Night
554,04-05-2015,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Monday,7,6,21.0,1.0,939,51796,657,1408,51912,1,0,88413,5133,55,0,53343,48434,48698,65533,6,1,Day
555,04-05-2015,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Monday,6,4,,,303,29562,212,454,28132,1,0,102638,15663,57,0,30990,29962,30938,48482,3,0,Night
556,05-05-2015,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Tuesday,5,6,,,452,45219,316,678,49457,0,0,160133,4972,69,0,36682,45936,46539,64723,5,1,Day
557,06-05-2015,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,Wednesday,6,7,23.0,2.0,960,29488,672,1440,29585,0,0,156357,6295,82,0,29200,29426,30262,37216,9,1,Day
558,07-05-2015,Sunrisers Hyderabad,Rajasthan Royals,Brabourne Stadium,Sunrisers Hyderabad,Thursday,4,2,30.0,0.0,878,33983,614,1317,29225,0,0,188186,14913,82,0,30344,34966,35310,50909,3,0,Night
559,08-05-2015,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Friday,7,6,21.0,0.0,894,51115,625,1341,46526,1,0,128859,10105,81,0,45907,48353,47937,62841,5,1,Day
560,09-05-2015,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Saturday,7,6,,,512,39437,358,768,42232,0,1,149657,9228,26,0,38986,39852,41677,55191,8,0,Day
561,09-05-2015,Sunrisers Hyderabad,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,Saturday,4,5,24.0,0.0,557,29115,389,835,29432,1,1,192047,10903,46,1,29976,28370,28486,41596,6,0,Day
562,10-05-2015,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Royal Challengers Bangalore,Sunday,6,6,,,822,31015,575,1233,28232,0,1,61023,4020,33,1,32185,32017,32353,46286,4,1,Night
563,10-05-2015,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunday,7,2,29.0,1.0,570,43012,399,855,42834,0,1,71447,9987,90,1,40615,39925,38809,54442,8,1,Night
564,11-05-2015,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Monday,4,7,20.0,0.0,697,51318,487,1045,45952,0,0,175899,13880,24,1,45636,52045,52698,67151,3,0,Night
565,12-05-2015,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Tuesday,7,5,25.0,0.0,905,29895,633,1357,25881,1,0,73959,6233,74,1,29801,28013,28213,38009,3,1,Day
566,13-05-2015,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Wednesday,7,6,32.0,0.0,988,36462,691,1482,39338,0,0,116203,10516,21,0,31457,34847,33748,51580,4,0,Day
567,14-05-2015,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,Thursday,6,6,,,254,47046,177,381,40469,0,0,169156,15559,81,0,44271,44399,42443,52662,9,1,Night
568,15-05-2015,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Friday,4,6,22.0,0.0,203,46779,142,304,47861,1,0,59337,17701,40,0,41616,43811,44268,55423,5,1,Night
569,16-05-2015,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Saturday,7,7,21.0,0.0,598,34503,418,897,36200,0,1,96427,3396,98,0,33266,36750,37719,45916,8,0,Day
570,16-05-2015,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,Rajasthan Royals,Saturday,2,6,26.0,0.0,351,33461,245,526,33382,1,1,111529,19546,40,1,28779,32026,32100,39664,6,0,Night
571,17-05-2015,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,,Sunday,5,6,28.0,0.0,244,26034,170,366,24781,1,1,152023,2591,29,0,22074,28257,27484,40985,3,0,Night
572,17-05-2015,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunday,4,6,29.0,1.0,839,38058,587,1258,34203,0,1,134665,12303,77,0,39182,41634,42327,45623,8,1,Night
573,19-05-2015,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Tuesday,6,7,,,611,25321,427,916,22758,0,0,155787,7183,58,1,20901,25681,24602,33495,9,0,Night
574,20-05-2015,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Wednesday,6,2,32.0,0.0,983,41383,688,1474,38304,0,0,83307,2312,24,0,38340,38428,38204,49464,8,0,Night
575,22-05-2015,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,Chennai Super Kings,Friday,6,7,22.0,2.0,517,44367,361,775,43121,0,0,177016,8314,84,0,37943,43253,41796,51997,4,1,Day
576,24-05-2015,Mumbai Indians,Chennai Super Kings,Eden Gardens,Mumbai Indians,Sunday,6,7,,,851,48396,595,1276,52596,1,1,54835,19767,32,1,39187,51277,49659,56557,6,1,Night
577,09-04-2016,Mumbai Indians,Rising Pune Supergiants,Wankhede Stadium,Rising Pune Supergiants,Saturday,6,1,,,986,41199,690,1479,38547,1,1,70159,3139,72,0,33330,40106,38912,50520,1,0,Night
578,10-04-2016,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunday,5,6,,,470,47477,329,705,47866,1,1,171790,15688,64,0,40061,43555,43061,61338,4,0,Day
579,11-04-2016,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Monday,7,7,34.0,2.0,410,29089,287,615,24831,0,0,155616,19088,51,0,29574,29419,28098,48140,8,0,Day
580,12-04-2016,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,6,4,27.0,0.0,610,26807,427,915,25650,1,0,128752,7924,55,0,23338,28657,28364,45011,1,0,Day
581,13-04-2016,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,Wednesday,6,6,,,525,41215,367,787,39461,0,0,105284,1362,79,0,42765,43654,43705,52484,3,1,Day
582,14-04-2016,Rising Pune Supergiants,Gujarat Lions,Saurashtra Cricket Association Stadium,Gujarat Lions,Thursday,1,7,25.0,2.0,304,37534,212,456,39449,1,0,107043,19988,30,1,35484,35095,35036,49633,1,1,Night
583,15-04-2016,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Friday,7,5,25.0,2.0,838,37429,586,1257,37075,0,0,147007,14481,82,1,34028,38722,38268,49805,9,0,Night
584,16-04-2016,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Saturday,4,6,24.0,0.0,502,26575,351,753,28362,0,1,132844,4738,40,1,25113,25089,25939,42935,2,0,Night
585,16-04-2016,Mumbai Indians,Gujarat Lions,Wankhede Stadium,Gujarat Lions,Saturday,6,7,,,985,27125,689,1477,26457,0,1,77532,3469,71,1,25203,25596,24688,42438,9,0,Night
586,17-04-2016,Rising Pune Supergiants,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Sunday,1,7,27.0,1.0,718,44393,502,1077,39020,1,1,172402,17106,74,1,43935,47714,47741,62895,4,1,Day
587,17-04-2016,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,Sunday,6,5,24.0,2.0,215,27757,150,322,28959,0,1,168012,17940,45,1,24165,26367,25212,36835,2,0,Day
588,18-04-2016,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Monday,6,4,23.0,1.0,470,28042,329,705,27830,0,0,186785,10017,87,0,24908,26714,25568,38843,4,0,Night
589,19-04-2016,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Tuesday,7,6,27.0,0.0,239,30766,167,358,28741,1,0,106178,3808,53,1,31489,27693,27897,49896,6,1,Night
590,20-04-2016,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Wednesday,6,6,,,524,39234,366,786,33947,0,0,99407,17370,71,1,40670,42142,42420,58505,7,1,Night
