match_id,date,home_team,away_team,tournament_phase,day_of_week,time_slot,city,broadcaster,past_viewership_avg_millions,viewership_tv_millions,viewership_digital_millions,total_viewership_millions,marquee_match,rivalry_match,weather_rain,ad_inventory_price_lakhs
IPL2018-00158,15-03-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Thursday,Prime,Mumbai,DD Sports,9.63,9.98,10.04,20.02,0,0,0,151.71
IPL2018-00159,29-03-2018,Royal Challengers Bangalore,Delhi Capitals,League,Thursday,Afternoon,Jaipur,DD Sports,3.34,3.32,3.68,7,0,0,0,26.71
IPL2018-00160,06-06-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Wednesday,Late,Hyderabad,DD Sports,5.52,5.32,6.64,11.96,0,0,0,46.92
IPL2018-00161,25-03-2018,Mumbai Indians,Delhi Capitals,League,Sunday,Afternoon,Delhi,Star Sports,1.69,2.19,1.7,3.89,0,0,0,17.03
IPL2018-00162,29-05-2018,Delhi Capitals,Gujarat Titans,League,Tuesday,Late,Mumbai,JioCinema,4.96,5.05,4.28,9.33,0,0,0,37.61
IPL2018-00163,24-03-2018,Royal Challengers Bangalore,Gujarat Titans,Eliminator,Saturday,Afternoon,Hyderabad,Star Sports,4.17,3.68,5.61,9.29,0,0,0,51.82
IPL2018-00164,30-03-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Friday,Late,Lucknow,DD Sports,6.92,7.15,6.44,13.59,0,0,0,55.46
IPL2018-00165,27-04-2018,Gujarat Titans,Chennai Super Kings,League,Friday,Prime,Mumbai,Star Sports,8.71,8.79,8.74,17.53,0,0,0,121.17
IPL2018-00166,18-04-2018,Mumbai Indians,Delhi Capitals,League,Wednesday,Prime,Mumbai,DD Sports,9.28,9.59,10.03,19.62,0,0,0,150.32
IPL2018-00167,08-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,League,Sunday,Prime,Chandigarh,JioCinema,9.48,7.53,11.2,18.73,0,0,0,116.99
IPL2018-00168,04-06-2018,Delhi Capitals,Royal Challengers Bangalore,League,Monday,Prime,Ahmedabad,Star Sports,8.78,9.27,9.17,18.44,0,0,0,141.4
IPL2018-00169,27-03-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Tuesday,Afternoon,Bengaluru,Star Sports,5.49,5.07,4.79,9.86,1,0,0,41
IPL2018-00170,13-04-2018,Chennai Super Kings,Sunrisers Hyderabad,League,Friday,Afternoon,Jaipur,Star Sports,3.95,4.06,4.37,8.43,0,0,0,33.59
IPL2018-00171,01-05-2018,Lucknow Super Giants,Kolkata Knight Riders,Qualifier,Tuesday,Prime,Delhi,Star Sports,10.65,9.92,11.74,21.66,0,0,0,214.55
IPL2018-00172,23-04-2018,Sunrisers Hyderabad,Rajasthan Royals,Eliminator,Monday,Prime,Mumbai,Star Sports,11.83,11.73,13.13,24.86,0,0,0,231.75
IPL2018-00173,04-04-2018,Rajasthan Royals,Lucknow Super Giants,Qualifier,Wednesday,Afternoon,Lucknow,DD Sports,3.32,3.25,3.25,6.5,0,0,0,35.18
IPL2018-00174,05-04-2018,Punjab Kings,Rajasthan Royals,League,Thursday,Late,Ahmedabad,JioCinema,5.54,5.22,5.96,11.18,0,0,0,51.87
IPL2018-00175,09-05-2018,Gujarat Titans,Punjab Kings,Semi-Final,Wednesday,Prime,Mumbai,Star Sports,12.47,10.76,13.74,24.5,0,0,0,214.19
IPL2018-00176,10-05-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Thursday,Afternoon,Bengaluru,DD Sports,5.02,3.935990002,5.511730708,9.45,1,0,1,43.06
IPL2018-00177,23-04-2018,Mumbai Indians,Chennai Super Kings,Eliminator,Monday,Prime,Chennai,DD Sports,14.37,13.5,15.39,28.89,1,0,0,281.4
IPL2018-00178,01-04-2018,Rajasthan Royals,Lucknow Super Giants,League,Sunday,Afternoon,Chandigarh,Star Sports,2.74,2.54,3.05,5.59,0,0,0,27.43
IPL2018-00179,05-04-2018,Rajasthan Royals,Royal Challengers Bangalore,League,Thursday,Prime,Delhi,DD Sports,9.44,8.77,10,18.77,0,0,0,127.92
IPL2018-00180,16-04-2018,Rajasthan Royals,Delhi Capitals,League,Monday,Afternoon,Mumbai,Star Sports,3.57,3.88,3.18,7.06,0,0,0,34.33
IPL2018-00181,19-04-2018,Punjab Kings,Royal Challengers Bangalore,League,Thursday,Late,Ahmedabad,DD Sports,6.33,5.87,6.54,12.41,0,0,0,49.86
IPL2018-00182,30-04-2018,Delhi Capitals,Mumbai Indians,Eliminator,Monday,Late,Lucknow,JioCinema,5.85,5.84,6,11.84,0,0,0,55.32
IPL2018-00183,12-04-2018,Lucknow Super Giants,Chennai Super Kings,League,Thursday,Late,Jaipur,DD Sports,5.74,6.1,4.98,11.08,0,0,0,44.57
IPL2018-00184,08-05-2018,Mumbai Indians,Punjab Kings,League,Tuesday,Prime,Ahmedabad,Star Sports,8.62,7.82,9.93,17.75,0,0,0,124.73
IPL2018-00185,07-05-2018,Rajasthan Royals,Royal Challengers Bangalore,League,Monday,Prime,Ahmedabad,DD Sports,10.28,9.31,10.56,19.87,0,0,0,145.96
IPL2018-00186,24-05-2018,Kolkata Knight Riders,Gujarat Titans,League,Thursday,Afternoon,Lucknow,Star Sports,4.01,3.73,2.95,6.68,0,0,0,31.55
IPL2018-00187,16-04-2018,Gujarat Titans,Chennai Super Kings,League,Monday,Prime,Delhi,JioCinema,9.12,9.34,9,18.34,0,0,0,147.29
IPL2018-00188,24-04-2018,Royal Challengers Bangalore,Delhi Capitals,League,Tuesday,Late,Lucknow,Star Sports,6.16,5.85,6.62,12.47,0,0,0,52.35
IPL2018-00189,13-04-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Friday,Afternoon,Lucknow,JioCinema,4.5,4.41,4.13,8.54,1,0,0,42.91
IPL2018-00190,01-04-2018,Rajasthan Royals,Delhi Capitals,League,Sunday,Afternoon,Hyderabad,Star Sports,2.84,2.72,2.4,5.12,0,0,0,25.15
IPL2018-00191,27-06-2018,Rajasthan Royals,Mumbai Indians,League,Wednesday,Prime,Mumbai,DD Sports,9.48,8.95,10.85,19.8,0,0,0,131.89
IPL2018-00192,19-05-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Saturday,Afternoon,Lucknow,DD Sports,4.32,3.8,5.26,9.06,1,0,0,41.08
IPL2018-00193,07-05-2018,Royal Challengers Bangalore,Mumbai Indians,League,Monday,Late,Jaipur,Star Sports,6.91,5.96,6.26,12.22,0,0,0,57.76
IPL2018-00194,16-04-2018,Lucknow Super Giants,Delhi Capitals,Qualifier,Monday,Late,Chandigarh,DD Sports,5.87,4.98,5.94,10.92,0,0,0,59.76
IPL2018-00195,31-03-2018,Rajasthan Royals,Gujarat Titans,League,Saturday,Late,Mumbai,JioCinema,5.44,4.52,6.61,11.13,0,0,0,47.49
IPL2018-00196,13-05-2018,Gujarat Titans,Sunrisers Hyderabad,League,Sunday,Afternoon,Jaipur,JioCinema,2.89,2.38,2.8,5.18,0,0,0,20.66
IPL2018-00197,13-04-2018,Sunrisers Hyderabad,Mumbai Indians,League,Friday,Late,Jaipur,JioCinema,5.87,5.13,5.95,11.08,0,0,0,53.18
IPL2018-00198,26-04-2018,Mumbai Indians,Punjab Kings,League,Thursday,Afternoon,Chennai,DD Sports,2.29,2.76,2.29,5.05,0,0,0,25.12
IPL2018-00199,05-04-2018,Lucknow Super Giants,Mumbai Indians,League,Thursday,Prime,Ahmedabad,Star Sports,8.84,8.68,8.01,16.69,0,0,0,127.51
IPL2018-00200,22-04-2018,Gujarat Titans,Delhi Capitals,League,Sunday,Afternoon,Chennai,JioCinema,3.12,3.3,2.48,5.78,0,0,0,27.83
IPL2018-00201,06-04-2018,Lucknow Super Giants,Royal Challengers Bangalore,League,Friday,Late,Mumbai,JioCinema,5.82,4.65,6.16,10.81,0,0,0,46.1
IPL2018-00202,07-04-2018,Lucknow Super Giants,Royal Challengers Bangalore,League,Saturday,Afternoon,Lucknow,JioCinema,5.11,3.05,5.46,8.51,0,0,0,33.72
IPL2018-00203,21-04-2018,Gujarat Titans,Delhi Capitals,League,Saturday,Late,Jaipur,Star Sports,6.14,6.49,6.45,12.94,0,0,0,62.23
IPL2018-00204,24-03-2018,Chennai Super Kings,Gujarat Titans,League,Saturday,Prime,Delhi,Star Sports,8.04,7.39,9.24,16.63,0,0,0,103.46
IPL2018-00205,25-03-2018,Rajasthan Royals,Kolkata Knight Riders,Qualifier,Sunday,Prime,Mumbai,JioCinema,10.81,10.66,10.97,21.63,0,0,0,188.57
IPL2018-00206,03-04-2018,Royal Challengers Bangalore,Punjab Kings,League,Tuesday,Late,Chandigarh,DD Sports,4.82,4.33,5.9,10.23,0,0,0,48.46
IPL2018-00207,12-04-2018,Rajasthan Royals,Delhi Capitals,League,Thursday,Prime,Chandigarh,JioCinema,8.96,8.68,9.83,18.51,0,0,0,139.33
IPL2018-00208,09-05-2018,Mumbai Indians,Rajasthan Royals,League,Wednesday,Afternoon,Hyderabad,Star Sports,2.2,2.73,1.81,4.54,0,0,0,23.42
IPL2018-00209,13-04-2018,Kolkata Knight Riders,Mumbai Indians,Eliminator,Friday,Late,Chennai,DD Sports,9.93,8.62,9.71,18.33,1,0,0,106.18
IPL2018-00210,16-04-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Monday,Afternoon,Bengaluru,JioCinema,1.75,2.58,3.2,5.78,0,0,0,24.58
IPL2018-00211,10-04-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,League,Tuesday,Late,Mumbai,Star Sports,6.67,6.99,6.73,13.72,0,0,0,57.45
IPL2018-00212,24-04-2018,Punjab Kings,Royal Challengers Bangalore,League,Tuesday,Afternoon,Ahmedabad,Star Sports,3.69,3.44,3.53,6.97,0,0,0,31.5
IPL2018-00213,01-04-2018,Rajasthan Royals,Royal Challengers Bangalore,League,Sunday,Prime,Jaipur,JioCinema,10.12,9.27,10.03,19.3,0,0,0,126.53
IPL2018-00214,14-04-2018,Rajasthan Royals,Kolkata Knight Riders,Eliminator,Saturday,Prime,Chandigarh,Star Sports,12.59,11.72,12.49,24.21,0,0,0,226.18
IPL2018-00215,26-04-2018,Lucknow Super Giants,Punjab Kings,League,Thursday,Prime,Delhi,Star Sports,8.51,9.01,9.32,18.33,0,0,0,115.87
IPL2018-00216,21-04-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Saturday,Late,Chandigarh,JioCinema,5.86,5.12,5.5,10.62,0,0,0,43.82
IPL2018-00217,16-04-2018,Sunrisers Hyderabad,Delhi Capitals,Semi-Final,Monday,Late,Chandigarh,JioCinema,7.31,4.830992559,8.483852373,13.31,0,0,1,58.87
IPL2018-00218,17-04-2018,Punjab Kings,Gujarat Titans,League,Tuesday,Prime,Chennai,JioCinema,8.77,7.770385944,10.08777953,17.86,0,0,1,119.28
IPL2018-00219,28-04-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Saturday,Afternoon,Bengaluru,Star Sports,4.27,4.61,3.67,8.28,1,0,0,35.03
IPL2018-00220,29-06-2018,Royal Challengers Bangalore,Kolkata Knight Riders,League,Friday,Afternoon,Mumbai,Star Sports,2.99,3.08,3.54,6.62,0,0,0,26.08
IPL2018-00221,02-04-2018,Lucknow Super Giants,Punjab Kings,League,Monday,Afternoon,Mumbai,DD Sports,2.23,2.29,1.63,3.92,0,0,0,18.65
IPL2018-00222,01-07-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Sunday,Prime,Mumbai,JioCinema,9.39,9.2,9.77,18.97,0,0,0,146.7
IPL2018-00223,01-04-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Sunday,Prime,Mumbai,JioCinema,10.74,8.98,11.48,20.46,0,0,0,135.08
IPL2018-00224,19-03-2018,Punjab Kings,Sunrisers Hyderabad,League,Monday,Prime,Chandigarh,JioCinema,8.52,9.86,8.79,18.65,0,0,0,124.87
IPL2018-00225,06-04-2018,Mumbai Indians,Sunrisers Hyderabad,League,Friday,Late,Lucknow,JioCinema,5.01,4.93,5.62,10.55,0,0,0,52.46
IPL2018-00226,24-04-2018,Sunrisers Hyderabad,Lucknow Super Giants,Eliminator,Tuesday,Prime,Mumbai,Star Sports,12.48,11.78,12.29,24.07,0,0,0,241.39
IPL2018-00227,17-06-2018,Sunrisers Hyderabad,Delhi Capitals,League,Sunday,Afternoon,Hyderabad,Star Sports,3.81,3.87,3.12,6.99,0,0,0,32.12
IPL2018-00228,31-03-2018,Gujarat Titans,Chennai Super Kings,League,Saturday,Late,Delhi,JioCinema,5.78,4.81,6.97,11.78,0,0,0,47.31
IPL2018-00229,28-04-2018,Chennai Super Kings,Mumbai Indians,Eliminator,Saturday,Late,Jaipur,DD Sports,6.97,6.67,8.76,15.43,1,1,0,75.94
IPL2018-00230,26-03-2018,Lucknow Super Giants,Gujarat Titans,League,Monday,Late,Chandigarh,JioCinema,5.37,5.2,5.54,10.74,0,0,0,50.82
IPL2018-00231,15-06-2018,Mumbai Indians,Lucknow Super Giants,League,Friday,Afternoon,Ahmedabad,JioCinema,3.23,2.48,3.24,5.72,0,0,0,22.92
IPL2018-00232,20-05-2018,Chennai Super Kings,Mumbai Indians,Eliminator,Sunday,Afternoon,Ahmedabad,Star Sports,4.76,5.08,4.75,9.83,1,1,0,49
IPL2018-00233,07-04-2018,Sunrisers Hyderabad,Delhi Capitals,League,Saturday,Prime,Ahmedabad,Star Sports,11.5,10.59,10.59,21.18,0,0,0,156.55
IPL2018-00234,26-05-2018,Delhi Capitals,Gujarat Titans,Final,Saturday,Prime,Jaipur,JioCinema,32.15,30.59,33.1,63.69,1,0,0,635.69
IPL2018-00235,14-04-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,League,Saturday,Late,Kolkata,DD Sports,6.33,4.541511667,7.542448386,12.08,0,0,1,44.15
IPL2018-00236,22-05-2018,Chennai Super Kings,Gujarat Titans,League,Tuesday,Prime,Bengaluru,JioCinema,8.66,8.39,9.14,17.53,0,0,0,113.66
IPL2018-00237,16-04-2018,Gujarat Titans,Rajasthan Royals,League,Monday,Prime,Ahmedabad,JioCinema,10.01,9.24,10.56,19.8,0,0,0,140.08
IPL2018-00238,17-04-2018,Royal Challengers Bangalore,Delhi Capitals,League,Tuesday,Prime,Delhi,DD Sports,8.7,8.44,8.84,17.28,0,0,0,134.76
IPL2018-00239,07-04-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Saturday,Prime,Lucknow,JioCinema,9.18,9.5,10.15,19.65,0,0,0,127.95
IPL2018-00240,02-05-2018,Delhi Capitals,Chennai Super Kings,League,Wednesday,Afternoon,Lucknow,JioCinema,2.56,2.62,2.87,5.49,0,0,0,26.66
IPL2018-00241,19-04-2018,Rajasthan Royals,Gujarat Titans,League,Thursday,Prime,Bengaluru,JioCinema,10.31,9.19,11.39,20.58,0,0,0,149.1
IPL2018-00242,29-04-2018,Sunrisers Hyderabad,Mumbai Indians,League,Sunday,Prime,Chennai,JioCinema,9,8.76,10.48,19.24,0,0,0,134.96
IPL2018-00243,24-03-2018,Sunrisers Hyderabad,Punjab Kings,Semi-Final,Saturday,Late,Hyderabad,Star Sports,8.42,7.95,8.5,16.45,0,0,0,97.99
IPL2018-00244,23-05-2018,Lucknow Super Giants,Kolkata Knight Riders,Qualifier,Wednesday,Prime,Delhi,Star Sports,9.18,9.39,10.52,19.91,0,0,0,197.81
IPL2018-00245,03-06-2018,Royal Challengers Bangalore,Lucknow Super Giants,League,Sunday,Prime,Mumbai,DD Sports,10.53,9.61,10.65,20.26,0,0,0,155.4
IPL2018-00246,19-04-2018,Punjab Kings,Mumbai Indians,League,Thursday,Late,Mumbai,JioCinema,4.3,4.69,5.02,9.71,0,0,0,37.13
IPL2018-00247,25-06-2018,Royal Challengers Bangalore,Mumbai Indians,League,Monday,Late,Lucknow,DD Sports,4.82,5.35,5.64,10.99,0,0,0,48.32
IPL2018-00248,11-06-2018,Kolkata Knight Riders,Lucknow Super Giants,League,Monday,Late,Lucknow,Star Sports,5.98,5.2,6.13,11.33,0,0,0,55.31
IPL2018-00249,02-05-2018,Delhi Capitals,Royal Challengers Bangalore,Eliminator,Wednesday,Afternoon,Kolkata,Star Sports,3.13,3.04,3.32,6.36,0,0,0,37.49
IPL2018-00250,27-05-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,League,Sunday,Prime,Kolkata,JioCinema,10.11,9.47,11.24,20.71,0,0,0,131.09
IPL2018-00251,15-05-2018,Kolkata Knight Riders,Delhi Capitals,League,Tuesday,Prime,Ahmedabad,Star Sports,8.2,7.97,8.4,16.37,0,0,0,105.04
IPL2018-00252,22-03-2018,Punjab Kings,Rajasthan Royals,Eliminator,Thursday,Prime,Chennai,Star Sports,11.86,10.93,12.61,23.54,0,0,0,223.77
IPL2018-00253,10-04-2018,Mumbai Indians,Rajasthan Royals,League,Tuesday,Afternoon,Chennai,DD Sports,3.76,2.48,4.35,6.83,0,0,0,27.12
IPL2018-00254,05-05-2018,Rajasthan Royals,Punjab Kings,Eliminator,Saturday,Prime,Bengaluru,JioCinema,12.37,10.6,12.99,23.59,0,0,0,208.4
IPL2018-00255,06-06-2018,Lucknow Super Giants,Punjab Kings,League,Wednesday,Late,Jaipur,Star Sports,4.91,4.86,4.88,9.74,0,0,0,37.02
IPL2018-00256,25-03-2018,Lucknow Super Giants,Rajasthan Royals,League,Sunday,Afternoon,Chandigarh,Star Sports,1.92,3.04,1.61,4.65,0,0,0,21.99
IPL2018-00257,22-03-2018,Mumbai Indians,Chennai Super Kings,League,Thursday,Afternoon,Mumbai,Star Sports,3.11,3.19,3.16,6.35,1,0,0,24.89
IPL2018-00258,15-04-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,League,Sunday,Late,Hyderabad,JioCinema,6.48,5.62,7.71,13.33,0,0,0,53.83
IPL2018-00259,19-03-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,League,Monday,Prime,Hyderabad,Star Sports,10.13,8.126785322,11.85815222,19.98,0,0,1,137.62
IPL2018-00260,14-04-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Saturday,Afternoon,Ahmedabad,JioCinema,1.72,2.646677379,1.845815086,4.49,0,0,1,21.79
IPL2018-00261,25-04-2018,Gujarat Titans,Royal Challengers Bangalore,League,Wednesday,Late,Jaipur,DD Sports,6.87,6.54,6.64,13.18,0,0,0,64.53
IPL2018-00262,30-03-2018,Gujarat Titans,Punjab Kings,League,Friday,Afternoon,Chennai,Star Sports,2.66,4.18,2.3,6.48,0,0,0,33.19
IPL2018-00263,15-04-2018,Kolkata Knight Riders,Royal Challengers Bangalore,League,Sunday,Afternoon,Ahmedabad,Star Sports,3.36,3.5,3.54,7.04,0,0,0,35.02
IPL2018-00264,12-05-2018,Chennai Super Kings,Kolkata Knight Riders,Eliminator,Saturday,Afternoon,Chandigarh,DD Sports,3.41,3.26,3.43,6.69,0,0,0,35.02
IPL2018-00265,06-04-2018,Gujarat Titans,Royal Challengers Bangalore,League,Friday,Late,Chandigarh,Star Sports,4.68,5.86,5.39,11.25,0,0,0,54.63
IPL2018-00266,01-04-2018,Punjab Kings,Delhi Capitals,League,Sunday,Afternoon,Kolkata,JioCinema,3.57,3.18,3.09,6.27,0,0,0,26.99
IPL2018-00267,14-04-2018,Delhi Capitals,Kolkata Knight Riders,League,Saturday,Prime,Ahmedabad,DD Sports,9.65,8.17,9.61,17.78,0,0,0,116.01
IPL2018-00268,29-03-2018,Lucknow Super Giants,Rajasthan Royals,League,Thursday,Late,Kolkata,JioCinema,6.14,5.59,6.33,11.92,0,0,0,53.84
IPL2018-00269,21-06-2018,Delhi Capitals,Punjab Kings,League,Thursday,Prime,Chandigarh,JioCinema,9.82,8.75,9.3,18.05,0,0,0,149.03
IPL2018-00270,17-04-2018,Mumbai Indians,Royal Challengers Bangalore,Eliminator,Tuesday,Afternoon,Mumbai,Star Sports,4.35,5.12,3.34,8.46,0,1,0,48.32
IPL2018-00271,03-04-2018,Gujarat Titans,Royal Challengers Bangalore,League,Tuesday,Afternoon,Delhi,JioCinema,3.34,4.1,1.93,6.03,0,0,0,25.8
IPL2018-00272,21-04-2018,Royal Challengers Bangalore,Punjab Kings,League,Saturday,Afternoon,Mumbai,Star Sports,3.61,3.345637756,4.97227095,8.32,0,0,1,37.94
IPL2018-00273,14-04-2018,Delhi Capitals,Gujarat Titans,League,Saturday,Afternoon,Chennai,Star Sports,3.58,3.03,3.7,6.73,0,0,0,31.15
IPL2018-00274,11-04-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Wednesday,Late,Ahmedabad,DD Sports,5.23,3.44,6.9,10.34,0,0,0,39.61
IPL2018-00275,06-04-2018,Chennai Super Kings,Rajasthan Royals,League,Friday,Late,Hyderabad,DD Sports,6.17,4.46,7.43,11.89,0,0,0,50.17
IPL2018-00276,05-04-2018,Chennai Super Kings,Sunrisers Hyderabad,League,Thursday,Late,Jaipur,DD Sports,5.2,5.69,5.91,11.6,0,0,0,48.63
IPL2018-00277,24-03-2018,Chennai Super Kings,Lucknow Super Giants,League,Saturday,Afternoon,Kolkata,Star Sports,3.7,3.45,3.36,6.81,0,0,0,26.72
IPL2018-00278,26-05-2018,Sunrisers Hyderabad,Delhi Capitals,League,Saturday,Prime,Mumbai,Star Sports,9.3,8.3,9.4,17.7,0,0,0,145.35
IPL2018-00279,30-04-2018,Royal Challengers Bangalore,Delhi Capitals,Qualifier,Monday,Prime,Bengaluru,Star Sports,11.87,11.01,11.51,22.52,0,0,0,197.85
IPL2018-00280,23-04-2018,Delhi Capitals,Rajasthan Royals,League,Monday,Prime,Lucknow,DD Sports,9.08,9.04,9.42,18.46,0,0,0,135.31
IPL2018-00281,13-04-2018,Punjab Kings,Kolkata Knight Riders,League,Friday,Late,Chennai,DD Sports,6.11,5.57,6.91,12.48,0,0,0,50.2
IPL2018-00282,30-03-2018,Royal Challengers Bangalore,Delhi Capitals,Eliminator,Friday,Prime,Ahmedabad,JioCinema,10.4,10.05,10.57,20.62,0,0,0,205.17
IPL2018-00283,02-04-2018,Delhi Capitals,Gujarat Titans,League,Monday,Afternoon,Chandigarh,JioCinema,3.29,3.5,2.25,5.75,0,0,0,26.88
IPL2018-00284,25-03-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Sunday,Afternoon,Hyderabad,Star Sports,3.59,4.65,3.25,7.9,1,0,0,30.96
IPL2018-00285,04-04-2018,Rajasthan Royals,Sunrisers Hyderabad,League,Wednesday,Prime,Hyderabad,Star Sports,9.48,8.53,10.89,19.42,0,0,0,146.2
IPL2018-00286,28-03-2018,Lucknow Super Giants,Delhi Capitals,Semi-Final,Wednesday,Prime,Bengaluru,Star Sports,11.94,10.55,13.07,23.62,0,0,0,205.67
IPL2018-00287,08-06-2018,Gujarat Titans,Kolkata Knight Riders,League,Friday,Late,Chennai,Star Sports,5.47,3.89,6.23,10.12,0,0,0,42.02
IPL2018-00288,10-05-2018,Mumbai Indians,Delhi Capitals,League,Thursday,Late,Bengaluru,DD Sports,5.53,5.12,6.5,11.62,0,0,0,46.88
IPL2018-00289,18-04-2018,Rajasthan Royals,Chennai Super Kings,Qualifier,Wednesday,Prime,Jaipur,JioCinema,10.33,9.85,12.02,21.87,0,0,0,174.93
IPL2018-00290,31-03-2018,Royal Challengers Bangalore,Kolkata Knight Riders,League,Saturday,Afternoon,Mumbai,JioCinema,3.65,4.64,3.53,8.17,0,0,0,39.08
IPL2018-00291,29-03-2018,Mumbai Indians,Kolkata Knight Riders,League,Thursday,Late,Chandigarh,Star Sports,7.26,6.89,8.66,15.55,1,0,0,62.83
IPL2018-00292,12-04-2018,Punjab Kings,Royal Challengers Bangalore,League,Thursday,Prime,Ahmedabad,DD Sports,9.06,8.95,9.15,18.1,0,0,0,131.84
IPL2018-00293,11-05-2018,Delhi Capitals,Mumbai Indians,League,Friday,Late,Kolkata,JioCinema,5.75,5.73,5.87,11.6,0,0,0,54.66
IPL2018-00294,25-03-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Sunday,Afternoon,Jaipur,Star Sports,3.11,2.67,2.98,5.65,0,0,0,26.23
IPL2018-00295,30-04-2018,Punjab Kings,Lucknow Super Giants,League,Monday,Late,Lucknow,Star Sports,6.12,5.24,6.14,11.38,0,0,0,46.63
IPL2018-00296,04-04-2018,Sunrisers Hyderabad,Delhi Capitals,League,Wednesday,Late,Lucknow,JioCinema,5.07,5.18,5.52,10.7,0,0,0,52.2
IPL2018-00297,06-04-2018,Rajasthan Royals,Delhi Capitals,Semi-Final,Friday,Afternoon,Chennai,Star Sports,4.45,4.83,3.97,8.8,0,0,0,43.45
IPL2018-00298,17-04-2018,Mumbai Indians,Punjab Kings,League,Tuesday,Late,Bengaluru,JioCinema,5.39,4.35,5.18,9.53,0,0,0,44.29
IPL2018-00299,01-04-2018,Mumbai Indians,Lucknow Super Giants,League,Sunday,Late,Kolkata,JioCinema,6.6,5.51,6.31,11.82,0,0,0,58.79
IPL2018-00300,11-04-2018,Gujarat Titans,Punjab Kings,League,Wednesday,Prime,Kolkata,DD Sports,8.94,7.76,9.53,17.29,0,0,0,138.27
IPL2018-00301,31-03-2018,Lucknow Super Giants,Mumbai Indians,Semi-Final,Saturday,Afternoon,Kolkata,Star Sports,2.98,3.08,3.07,6.15,0,0,0,35.84
IPL2018-00302,05-04-2018,Sunrisers Hyderabad,Chennai Super Kings,League,Thursday,Prime,Chennai,DD Sports,9.26,10.14,9.89,20.03,0,0,0,142.47
IPL2018-00303,06-05-2018,Gujarat Titans,Royal Challengers Bangalore,League,Sunday,Late,Chandigarh,DD Sports,7.5,5.09,8.15,13.24,0,0,0,59.62
IPL2018-00304,18-04-2018,Sunrisers Hyderabad,Rajasthan Royals,League,Wednesday,Late,Delhi,DD Sports,5.65,5.82,5.96,11.78,0,0,0,54.14
IPL2018-00305,06-05-2018,Chennai Super Kings,Lucknow Super Giants,League,Sunday,Prime,Chandigarh,Star Sports,8.14,8.51,8.82,17.33,0,0,0,142.57
IPL2018-00306,03-04-2018,Chennai Super Kings,Punjab Kings,League,Tuesday,Late,Jaipur,DD Sports,5.34,5.28,5.79,11.07,0,0,0,41.92
IPL2018-00307,30-04-2018,Kolkata Knight Riders,Chennai Super Kings,Qualifier,Monday,Prime,Delhi,JioCinema,8.75,8.31,9.76,18.07,0,0,0,162.01
IPL2018-00308,23-03-2018,Gujarat Titans,Mumbai Indians,League,Friday,Prime,Jaipur,JioCinema,7.65,6.404659157,9.517640624,15.92,0,0,1,120.53
IPL2018-00309,17-04-2018,Punjab Kings,Kolkata Knight Riders,League,Tuesday,Late,Bengaluru,JioCinema,6.26,5.39,6.77,12.16,0,0,0,47.91
IPL2018-00310,02-05-2018,Gujarat Titans,Delhi Capitals,League,Wednesday,Late,Chennai,Star Sports,5.88,4.69,7.43,12.12,0,0,0,52.65
IPL2018-00311,22-03-2018,Gujarat Titans,Lucknow Super Giants,League,Thursday,Afternoon,Mumbai,JioCinema,3.04,3.13,3.29,6.42,0,0,0,30.66
IPL2018-00312,04-04-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Wednesday,Afternoon,Chennai,JioCinema,4.19,4.53,3.21,7.74,1,0,0,30.86
IPL2018-00313,17-04-2018,Royal Challengers Bangalore,Gujarat Titans,League,Tuesday,Late,Kolkata,DD Sports,4.67,5.38,6.27,11.65,0,0,0,53.61
IPL2018-00314,14-05-2018,Chennai Super Kings,Lucknow Super Giants,League,Monday,Prime,Mumbai,Star Sports,8.83,9.06,8.71,17.77,0,0,0,122.58
IPL2018-00315,05-04-2018,Punjab Kings,Lucknow Super Giants,League,Thursday,Afternoon,Jaipur,DD Sports,2.67,3.29,3.44,6.73,0,0,0,25.76
